Study Area,Degree,University,City,Degree Duration,Fee,Contact Number,Email,URL,Address
Medical Sciences,Public Health, Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0,+92 21 99205185,info@jsmu.edu.pk,http://www.jsmu.edu.pk/,"Jinnah Sindh Medical University Rafiqui H.J Shaheed Road, Karachi, Pakistan"
Medical Sciences,Public Health, University Of Karachi,Karachi,"BS , 4 Years",0,+92 21 99261300-06,info@uok.edu.pk ,https://www.uok.edu.pk/,"University of Karachi, Main University Road, Karachi, Pakistan."
Medical Sciences,Public Health, University Of Health Sciences,Lahore,"BS , 4 Years",0,111 33 33 66,info@uhs.edu.pk ,https://uhs.edu.pk/index1.php ,"University of Health Sciences, Khayaban-e-Jamia Punjab, Lahore-54600"
Medical Sciences,Public Health, University Of The Punjab,Lahore,"BS , 4 Years",0,0092 42 99231099,infocell@pu.edu.pk ,http://www.pu.edu.pk/ ,"P.O. Box No. 54590. Lahore, Pakistan."
Medical Sciences,Public Health," Bahauddin Zakariya University, Multan",Multan,"BS , 4 Years",0,+92 61 9210071-74,info@bzu.edu.pk ,http://www.bzu.edu.pk/,"Bahauddin Zakariya University, Multan Multan Campus, Bosan Road, Multan, Pakistan"
Medical Sciences,Public Health,Muhammad Nawaz Sharif University Of Agriculture,Multan,"BS , 4 Years",0,061-9201681,info@mnsuam.edu.pk,https://mnsuam.edu.pk/index.php/ ,"Old Shujaabad Road, Multan."
Medical Sciences,Public Health,The Women University,Multan,"BS , 4 Years",42470,061-9200811,info@wum.edu.pk,https://new.wum.edu.pk/contact-us/,"The Women University Multan, Mattital Road, Multan. "
Medical Sciences,Public Health,University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0,-966666, info@ajku.edu.pk,https://ajku.edu.pk/,"Muzaffarabad,AzadJammuandKashmir, Pakistan."
Medical Sciences,Public Health, Peoples University Of Medical And Health Sciences For Women,Nawab Shah,"BS , 4 Years",0,+92 244 937 052-5,info@pumhs.edu.pk ,https://pumhs.edu.pk/ ,"Shaheed Benazirabad, Nawabshah, Sindh, Pakistan"
Medical Sciences,Public Health, University Of Okara,Okara,"CERT , 4 Years",46000,044-2636060,"https://www.uo.edu.pk/#:~:text=Email%3A-,info%40uo.edu.pk,-IMPORTANT%20LINKS",https://www.uo.edu.pk/ ,"2 KM Multan Road Renala Khurd By Pass, Okara-Pakistan"
Medical Sciences,Public Health,Khyber Medical University,Peshawar,"BS , 4 Years",80000,091 - 9217703,webmaster@kmu.edu.pk,https://kmu.edu.pk/ ,"PDA Building, Block IV, Phase 5, Hayatabad, Peshawar, Khyber Pakhtunkhwa, Pakistan"
Medical Sciences,Public Health,Fatima Jinnah Women University,Rawalpindi,"BS , 4 Years",52050,+92 51 9292900,info@fjwu.edu.pk,http://fjwu.edu.pk/,"Fatima Jinnah Women University (FJWU) - Rawalpindi Campus The Mall, Rawalpindi, Punjab, Pakistan"
Medical Sciences,Public Health, Women University Swabi,Swabi,"BS , 4 Years",42460,+92 (0938) 224222,vc@wus.edu.pk,https://www.wus.edu.pk/,"Women University, Swabi,Topi Road, Swabi, Pakistan"
Medical Sciences,Public Health,Indus University,Karachi,"BS , 4 Years",147000,111 400 300,info@indus.edu.pk,https://www.indus.edu.pk/,"ST-2D, Block-17,
Gulshan-e-Iqbal Adjacent to National Stadium, Karachi."
Medical Sciences,Cardiac Catheterization,Shifa Tameer-e-millat University,Islamabad,"AAS , 2.5 Years",0, 92 51 846 4210,info@stmu.edu.pk,https://stmu.edu.pk/admissions/online-admissions/,"Shifa Tameer-e-Millat University
Pitras Bukhari Road, H-8/4
Islamabad-44000, Pakistan"
Medical Sciences,Cardiac Catheterization,Shifa Tameer-e-millat University,Islamabad,"BS , 4 Years",0, 92 51 846 4210,info@stmu.edu.pk,https://stmu.edu.pk/admissions/online-admissions/,"Shifa Tameer-e-Millat University
Pitras Bukhari Road, H-8/4
Islamabad-44000, Pakistan"
Medical Sciences,Cardiac Perfusion," Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"B.Sc. , 2 Years",0, 92 51 9107687,info@szabmu.edu.pk,https://www.szabmu.edu.pk/,"5th Floor, School of Dentistry, Shaheed Zulfiqar Ali Bhutto Medical University, Sector G-8/3, Ravi Road, Islamabad"
Medical Sciences,Cardiac Perfusion,Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0,+92 21 99205185,info@jsmu.edu.pk ,http://www.jsmu.edu.pk/,"Jinnah Sindh Medical University Rafiqui H.J. Shaheed Road, Karachi, Pakistan"
Medical Sciences,Cardiac Perfusion,King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000,+92 42 9921145-54,info@kemu.edu.pk,http://www.kemu.edu.pk/,"Nelagumbad, Anarkali, Lahore, Punjab, Pakistan"
Medical Sciences,Cardiac Perfusion,Khyber Medical University,Peshawar,"BS , 4 Years",80000,091 - 9217703,webmaster@kmu.edu.pk,https://kmu.edu.pk/ ,"PDA Building, Block IV, Phase 5, Hayatabad, Peshawar, Khyber Pakhtunkhwa, Pakistan"
Medical Sciences,Cardiac Perfusion,Ibadat International University Islamabad,Islamabad,"BS , 4 Years",0,051 448 6422,info@iiui.edu.pk ,https://iiui.edu.pk/ ,"6.7 km Japan Road Sihala
Islamabad"
Medical Sciences,Cardiac Perfusion,Zia-ud-din Medical University,Karachi,"BS , 4 Years",0,(9221)35862937,info@zu.edu.pk,https://zmc.zu.edu.pk/ ,"Clifton Site:4/B, Shahrah-e-Ghalib, Block 6, Clifton Karachi."
Medical Sciences,Cardiac Perfusion,The Superior University,Lahore,"BS , 4 Years",0,042-38103777,not mentioned,https://www.superior.edu.pk/,"MainCampusLahore. 17 KM,MainRaiwind Road,Lahore, Punjab"
Medical Sciences,Cardiac Perfusion,The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0,92 (0)42 111865865,info@uol.edu.pk,https://uol.edu.pk/,"1  KM Defence Road, Lahore"
Medical Sciences,Cardiac Perfusion,National University Of Medical Sciences,Rawalpindi,"BS , 4 Years",300000,92 51 9270677,info@numspak.edu.pk,https://www.numspak.edu.pk/," The Mall, Rawalpindi, Pakistan."
Medical Sciences,Cardiac Perfusion, Quaid-e-azam Medical College / Victoria Hospital,Bahawal Pur,"B.Sc. [Hons] , 4 Years",0,92629250431,info.students@qamc.edu.pk ,https://qamc.edu.pk/ ,"Circular Road Bahawalpur,Pakistan."
Medical Sciences,Cardiac Perfusion,Institute Of Health Sciences,Islamabad,"BS , 4 Years",0,+92 310 595 8666,iihs.islamabad@gmail.com,https://iihs.edu.pk/,"54 Greens Avenue, Chatta Bakhtawar, Islamabad 47000"
Medical Sciences,Cardiac Perfusion,Capital College Of Health Sciences,Islamabad,"BS , 4 Years",0,not mentioned,Info@capitalcollege.edu.pk ,https://www.eduvision.edu.pk/capital-college-of-health-sciences-cchs-islamabad-ins-1607345761#google_vignette,"Lehtrar Road, Khanna Dak, near Rawal Hospital, Khanna"
Medical Sciences,Cardiac Perfusion,Gulab Devi Educational Complex,Lahore,"BS (HONS) , 4 Years",0,+92 (423) 591 8040,info@gdec.edu.pk,https://gdec.edu.pk/,"Ferozepur Road,Opposite Arfa Kareem Tower,Lahore, Punjab Pakistan"
Medical Sciences,Cardiac Perfusion, Faisalabad Institute Of Cardiology,Faisalabad,"B.Sc. [Hons] , 4 Years",0,041-9201529 to 9201534,ms.ic.fsd@punjab.gov.pk,https://www.fic.gop.pk/,"Faisalabad Institute of Cardilogy Opposite Chenab Club, Club Road Faisalabad"
Medical Sciences,Cardiac Perfusion, Health Services Academy,Islamabad,"BS , 4 Years",0,92 51 9255590-94,academy@hsa.edu.pk,https://www.hec.gov.pk/english/universities/Pages/Islamabad/Health-Services-Academy.aspx,"Opposite National Institute of Health (NIH), Islamabad"
Medical Sciences,Cardiac Perfusion, Punjab Institute Of Cardialogy,Lahore,"B.Sc. [Hons] , 4 Years",0,+92 42 99203051 - 65,punjab.cardiology@gmail.com,https://pic.punjab.gov.pk/,"PunjabInstituteofCardiology, Ghous ul Azam (Jail) Road,Lahore"
Medical Sciences,Cardiac Perfusion,The Childrens Hospital & The Institute Of Child Health,Lahore,"BS , 4 Years",0,92 42 99230614,dean@chich.edu.pk,https://chich.edu.pk/,"FerozepurRoad,Lahore, Punjab, Pakistan"
Medical Sciences,Cardiac Perfusion,Ch. Pervaiz Elahi Institute Of Cardiology,Multan,"B.Sc. [Hons] , 4 Years",10000,92 61 9201046,cpeice.mic@gmail.com,https://cpeic.punjab.gov.pk/,"Abdali Road, Near Nawan Shehar Chowk, Multan Pakistan"
Medical Sciences,Cardiac Perfusion, Armed Forces Postgraduate Medical Institute,Rawalpindi,"B.Sc. [Hons] , 4 Years",55000,(051) 9270677,info@numspak.edu.pk,not mentioned,https://numspak.edu.pk/
Medical Sciences,Cardiac Perfusion, Bashir Institute Of Health Sciences,Islamabad,"BS , 4 Years",0,051-2234214,info.bashir.ihs@gmail.com,https://bashir.edu.pk/,"Simly Dam Road,Near Adil CNG P/O Sari Chowk, Bharakahu Islamabad Federal Capital - Pakistan"
Medical Sciences,Cardiology,"Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0,92519261170,info@szabmu.edu.pk ,http://www.szabmu.edu.pk/,"Shaheed Zulfiqar Ali Bhutto Medical University (SZABMU), PIMS, G-8/3, Islamabad, Pakistan"
Medical Sciences,Cardiology,Khyber Medical University,Peshawar,"B.Sc. , 4 Years",80000,091 - 9217703,webmaster@kmu.edu.pk,https://kmu.edu.pk/ ,"PDA Building, Block IV, Phase 5, Hayatabad, Peshawar, Khyber Pakhtunkhwa, Pakistan"
Medical Sciences,Cardiology,Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000, 92 51 846 4210,info@stmu.edu.pk,https://stmu.edu.pk/admissions/online-admissions/,"Shifa Tameer-e-Millat University
Pitras Bukhari Road, H-8/4
Islamabad-44000, Pakistan"
Medical Sciences,Cardiology, Abasyn University,Peshawar,"BS , 4 Years",0,+92 091 2582996,registrar@abasyn.edu.p,http://peshawar.abasyn.edu.pk/Home/,"Ring Road (Charsadda Link), Peshawar."
Medical Sciences,Cardiology,City University Of Science & Information Technology,Peshawar,"BS , 4 Years",0,+92 91 2609501-8,info@cusit.edu.pk,https://cityuniversity.edu.pk/,"CityUniversityofScienceandInformationTechnologyDalazak RoadPeshawar, Pakistan"
Medical Sciences,Cardiology,Iqra National University,Peshawar,"BS , 4 Years",104000,+ 92 (0946) 883946,info@inuswat.edu.pk,https://www.inuswat.edu.pk/,"Main G.T. Road, Odigram Swat, KP"
Medical Sciences,Cardiology,Al- Hamd Islamic University,Quetta,"BS , 4 Years",0,(081) 2301 777,info.aiu@alhamd.pk,not mentioned,"Main Campus AIU, Airport Road, Quetta,Balochistan Pakistan"
Medical Sciences,Cardiology,Institute Of Health Sciences,Islamabad,"BS , 4 Years",0,+92 310 595 8666,iihs.islamabad@gmail.com,https://iihs.edu.pk/,"54 Greens Avenue, Chatta Bakhtawar, Islamabad 47000"
Medical Sciences,Cardiology,Bacha Khan Medical College,Mardan,"BS , 4 Years",0,+92 937 9230583,info@bkmc.edu.pk ,https://bkmc.edu.pk/ ,"Main Nowshera Road, Near Sheikh Maltoon Town, Mardan, Khyber Pakhtunkhwa, Pakistan"
Medical Sciences,Cardiology,Ghazali Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0,091-5841972,gims.medical22@gmail.com,https://www.gims.pk/,"Abdara Chowk,University Road,Peshawar"
Medical Sciences,Cardiology,Hafeez Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0,091 5842348,hims_pk@yahoo.com,https://hims.edu.pk/,abanni Street Arbab Road University TownPeshawar.
Medical Sciences,Cardiology, Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0,(0243)-640160,info@gims.edu.pk,www.gims.edu.pk,"PAQSJ Institute of Medical Sciences, Gambat Station Rd, Pakistan"
Medical Sciences,Cardiology, Rehman Medical Institute,Peshawar,"BS , 4 Years",0,111 REH MAN (734 626),info@rmi.edu.pk,https://rmi.edu.pk/,"Rehman Medical Institute5-B/2, Phase-V, Hayatabad

Peshawar, KP, Pakistan"
Medical Sciences,Cardiology, School Of Health Sciences,Peshawar,"BS , 4 Years",0,091-5612221,hr@shs.edu.pk,https://shs.edu.pk/,"Gulabad, Near Bab-e-Peshawar Flyover, Near Phase III Chowk, Peshawar"
Medical Sciences,Food & Nutrition,University Of Sindh,Jamshoro,"BS , 4 Years",22000,+92 22 921 3210,info@admin.usindh.edu.pk ,http://www.usindh.edu.pk/ ,"University of Sindh Jamshoro, Sindh, Pakistan"
Medical Sciences,Food & Nutrition,Shaheed Benazir Bhutto Women University,Peshawar,"BS , 4 Years",0,92919224726,admissions@sbbwu.edu.pk ,http://www.sbbwu.edu.pk/sbbwu/ ,"Shaheed Benazir Bhutto Women University, LARAMA, Charsadda Road, Peshawar"
Medical Sciences,Food & Nutrition,University Of Peshawar,Peshawar,"BS , 4 Years",0,92 91 9216701,Qec@uop.edu.pk ,http://www.uop.edu.pk/,Jamrud Road Peshawar 25120 Khyber Pakhtunkhwa Pakistan
Medical Sciences,Food & Nutrition,Gift University,Gujranwala,"BS , 4 Years",121000,+92 55 3416900,info@gift.edu.pk,https://gift.edu.pk/,"GIFT University, Near GIFT University Chowk, Gujranwala- 52250."
Medical Sciences,Food & Nutrition,"National College Of Business Administration And Economics, Lahore",Lahore,"BS , 4 Years",144000,92 (42) 3575 2716 ,registrar@ncbae.edu.pk,not mentioned,"National College of Business Administration & Economics, 40-E1, Gulberg III, Lahore 54660, Pakistan.

National College of Business Administration & Economics, 40-E1, Gulberg III, Lahore 54660, Pakistan."
Medical Sciences,Food & Nutrition,Nur International University,Lahore,"BS , 4 Years",155278,042 111 648 111,info@niu.edu.pk,https://www.niu.edu.pk/,"17 Km Raiwind Road, Lahore"
Medical Sciences,Food & Nutrition,University Of South Asia,Lahore,"BS , 4 Years",188000,92 311 7111112,admissions@usa.edu.pk,https://raiwind.usa.edu.pk/?_gl=1*2r146i*_ga*MTU2NzMwNjIxNC4xNzExNDUzMzIx*_ga_YSTNKCM0GK*MTcxMTQ1MzMyMS4xLjAuMTcxMTQ1MzMyMS42MC4wLjA.,"47-Tufail Road, Cantt Lahore."
Medical Sciences,Food & Nutrition,"Karakuram International University, Diamer Campus",Chilas,"BS , 4 Years",0,05812  960235,info@kiu.edu.pk,https://www.kiu.edu.pk/,"KIU Sub-Campus Chilas, Diamer"
Medical Sciences,Food & Nutrition,National College Of Business Administration And Economics ( Multan Campus ),Multan,"BS , 4 Years",0,0311 1014018,info.multan@ncbae.edu.pk,https://l.facebook.com/l.php?u=http%3A%2F%2Fbuc.edu.pk%2F&h=AT3u1N1IWzBeYRGOI3AG1EWI_qTsN_7wH_lhYyw8a2JO1eIi0yuagPWsTH4JUHgMUi-9Pr-tnxSHgoZoYigh4vPsQG8wg6BAy3gQt-0vPtB-eZmMYAEJZ4h3Z6zC4o39BBRYMZYgXPJWpuhsd98V1oKT0p8qSjUdP8iWpg,"11B Gulgusht Colony Bosan Road Multan, Multan, Pakistan"
Medical Sciences,Food & Nutrition, College Of Home Economics,Peshawar,"BS , 4 Years",0,92-91-9216682,che@uop.edu.pk,http://che.uop.edu.pk/,"Road No. 2, University of Peshawar, Peshawar, Pakistan"
Medical Sciences,Food & Nutrition, Multan College Of Health And Nutrition Sciences,Multan,"B.Sc. [Hons] , 4 Years",0,92 61 6782877-79,info@mcfns.edu.pk,https://mcfns.edu.pk/,"Southern Bypass Jahangirabad, Multan Pakistan P.O Box #848 New Multan"
Medical Sciences,Food & Nutrition,Multan College Of Physiotherapy,Multan,"B.Sc. [Hons] , 4 Years",0,0324 5555999,doctor.mcp@gmail.com,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.mcp.edu.pk%2F&h=AT01-E8B9NpvnHVHB5ZahSUw-XdP5vKNcj_2r8ivLG7nOQok2rj5s7MAAgurbFTpv__sVkUqbZMt8LjOlQc3gkmPlqHiyxdom4N4IVmN9jObioO_CNqnHJxoiGb41jL3nyYzluqQpsWEBML7LzSaIXe5Pv-as6Pm0gVUtA,"Multan Public School Road ,Link Bosan Road ,Multan, Multan, Pakistan"
Medical Sciences,Food & Nutrition, Multan Medical And Dental College,Multan,"B.Sc. [Hons] , 4 Years",0,0300 8764777,info@mmdc.edu.pk,https://l.facebook.com/l.php?u=http%3A%2F%2Fmmdc.edu.pk%2F&h=AT21zLMZD3roJLHr5hbqgLcRgiOpkhYIru3y7rnLxnYhag3-ibeXVISzNEAhOtZHmPgpvnZXIov0ytp9gECKdpS7aOgknlXq_m9otsIjq73lnLZRrbA4PvhUlzL4mzHBkI9Ox5JcHF3y2ns-nXt-1B8MBERMDAcDmtjSlQ,"Multan Southern Bypass? Jahangirabad Shah Rukn E Alam Town, Multan, Pakistan"
Medical Sciences,Food & Nutrition, Al-shifa Institute Of Health Sciences,Narowal,"BS , 4 Years",0,0300 7681000,alshifahealthsciences@gmail.com,https://l.facebook.com/l.php?u=https%3A%2F%2Falshifa.edu.pk%2F&h=AT3NnLWv51PhxLhHV041DaOZSlXPIxR6lSdCRie8z1tLdvyPUNB81O-GgIgQcLNYYNOUxQ6vGn6A6XdRbU29QhFehFXDuKqu5laTPp7rhvL_RoA7RIVGwpJlWT1upukYt3PuRoUMQXg_X7yFfwLOhJz6_XNTg8E1o3xGqg,"Shakargarh Road Opp. University of Narowal, New Campus., Narowal, Pakistan"
Medical Sciences,Food & Nutrition,Aims Institute Of Management Sciences,Lahore,"BS , 4 Years",0,(042) 35751115,info@pakaims.edu.pk,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.pakaims.edu.pk%2F&h=AT2eV4Rr7axFlNo4_Etb0ynQfrfSmJIWOZOYboWNlOLTaABxcrLKugVP5el3AdMUgvZ5bymFeyYHGpO03GSiaIh_88eC1tE1OZmfPzx2TGAJeTipcVu2laZVelMsUZxl-S3kJeYRKgr4OONXc-xN6xw4fIujlrozYDK3Gg,"23-E-III, Gulberg-III,54660 Lahore, Pakistan"
Medical Sciences,Food & Nutrition,Kaims International Institute,Multan,"BS , 4 Years",0,0300 0453222,info@kaims.edu.pk,https://kaims.edu.pk/,"KAIMS International College Northern Bypass Near Bosan Road Multan , Multan, Pakistan"
Medical Sciences,Food & Nutrition,Multan Institute Of Health Sciences,Multan,"BS , 4 Years",0,(061) 6222062,info@mihs.edu.pk,https://mihs.edu.pk/,"Near DHA office , Multan Public School Road ,Multan, Punjab"
Medical Sciences,Food & Nutrition,The Limit Institution Of Health Sciences,Sahiwal,"BS , 4 Years",0,404501352,not mentioned,http://www.limit.edu.pk,"The Limit Institution Of Health Sciences, Sahiwal
6-KM, SAHIWAL TO PAKPATTAN ROAD"
Medical Sciences,Food Science & Nutrition,Gomal University,D.i. Khan,"BS , 4 Years",0,+92 966-750-354,info@gomaluniversity.edu.pk ,http://www.gu.edu.pk/,"Gomal University, Dera Ismail Khan, Khyber Pakhtunkhwa, Pakistan"
Medical Sciences,Food Science & Nutrition,Women University Swabi,Swabi,"BS , 4 Years",77000,+92 (0938) 224222,vc@wus.edu.pk,https://www.wus.edu.pk/,"Women University, Swabi,Topi Road, Swabi, Pakistan"
Medical Sciences,Food Science & Nutrition,Comsats University Islamabad ( Sahiwal Campus ),Sahiwal,"BS , 4 Years",185000, 92 40 4305001-4305002,Info@cuisahiwal.edu.pk,https://sahiwal.comsats.edu.pk/,"COMSATS University Islamabad, Sahiwal Campus COMSATS road, Off GT Road,Sahiwal"
Medical Sciences,Forensic Chemistry,Liaquat University Of Medical And Health Sciences,Jamshoro,"BS , 4 Years",100000,+92 22 9213305,info@lumhs.edu.pk ,https://www.lumhs.edu.pk,"Liaquat University of Medical and Health Sciences, Deh Soun Valhar, Jamshoro, Sindh, Pakistan."
Medical Sciences,Forensic Studies,The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",63800,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,
The Islamia University of Bahawalpur"
Medical Sciences,Forensic Studies,Government College Women University,Faisalabad,"BS , 4 Years",0,+92 41 9220671-75,registrar@gcwuf.edu.pk,https://gcwuf.edu.pk/,"Government College Women University Madina Town, Faisalabad."
Medical Sciences,Forensic Studies,Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000,+92 68 5882400,info@kfueit.edu.pk,https://kfueit.edu.pk/,"University of Engineering & Information Technology
Abu Dhabi Road, Rahim Yar Khan"
Medical Sciences,Forensic Studies, University Of Swat,Swat,"BS , 4 Years",19730,0946-730524,registrar@uswat.edu.pk,https://uswat.edu.pk/,Main Campus at Charbagh
Medical Sciences,Forensic Studies,The University Of Modern Sciences,Tando Muhammad Khan,"BS , 4 Years",0,(022) 3409562,socialmedia@ums.edu.pk ,https://www.facebook.com/TUMS.Official/ ,"Main Hyderabad Badin Road, Tando Muhammad Khan, Sindh, Pakistan-70220"
Medical Sciences,Forensic Studies,Lahore University Of Biological & Applied Sciences,Lahore,"BS , 4 Years",0,92 3324560460,info@lahoreubas.kinsta.cloud,www.ubas.edu.pk,"North Canal Bank, Tulspura, Lahore, Punjab"
Medical Sciences,Forensic Studies,The Superior University,Lahore,"BS , 4 Years",0,042-38103777,not mentioned,https://www.superior.edu.pk/,"MainCampusLahore. 17 KM,MainRaiwind Road,Lahore, Punjab"
Medical Sciences,Forensic Studies,Emerson University Multan,Multan,"BS , 4 Years",0,+92 61 9210037,info@eum.edu.pk,www.eum.edu.pk,"6FFG+3QJ, Bosan Rd, Al Atta Colony, Multan, Punjab 60000"
Medical Sciences,General Nursing,Jinnah Medical & Dental College,Karachi,"B.NURS , 4 Years",0,(92-21) 34935008-9,admissions@jmc.edu.pk,https://jmc.edu.pk/,"22-23 Shaheed-e-Millat Road Karachi, Pakistan"
Medical Sciences,Health Informatics,Women University Swabi,Swabi,"BS , 4 Years",77000,+92 (0938) 224222,vc@wus.edu.pk,https://www.wus.edu.pk/,"Women University, Swabi,Topi Road, Swabi, Pakistan"
Medical Sciences,Health Informatics,"Pak- Austria Fachhuochschule, Institute Of Applied Sciences And Technology",Haripur,"BS , 4 Years",0,0995-111 723 278,info@paf-iast.edu.pk,https://paf-iast.edu.pk/,"Khanpur Road, Mang Haripur, Khyber Pakhtunkhwa"
Medical Sciences,Human Nutrition & Dietetics Mission,Government College Women University,Faisalabad,"BS , 4 Years",38000,+92 41 9220671-75,registrar@gcwuf.edu.pk,https://gcwuf.edu.pk/,"Government College Women University Madina Town, Faisalabad."
Medical Sciences,Human Nutrition & Dietetics Mission,University Of Agriculture,Faisalabad,"B.Sc. [Hons] , 4 Years",51700,+92 41 9200161-70,info@uaf.edu.pk ,http://uaf.edu.pk/ ,"UniversityofAgriculture,AgricultureUniversityRoad,Faisalabad,"
